
Date: 8/14/2018 4:17:46 PM
Name: 
Description: 
Module Type: SM125
Mux Level: No Switch
HW Acquisition Rate: 1 Hz
Wavelength Tracking: 400 pm / acquistion
Normalized: True

IP Address: 10.2.117.165
      Port: 50000

IDN: sm125 0.8
Image ID: 0.0
S/N: SIA38D

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

Wavelength Start (nm): 1510.0000
Wavelength Delta (nm): 0.0050

Wvl (nm)	 CH 1 	 CH 2 	 CH 3 	 CH 4 
1543.8850	-59.4700	-50.5900	-57.3900	-48.5400
1543.8900	-59.4000	-50.6200	-57.5100	-48.5200
1543.8950	-59.2800	-50.6200	-57.5900	-48.4600
1543.9000	-59.3200	-50.6000	-57.5000	-48.4700
1543.9050	-59.1700	-50.4500	-57.4000	-48.4600
1543.9100	-59.1800	-50.6200	-57.4700	-48.4800
1543.9150	-59.2000	-50.7900	-57.5700	-48.5100
1543.9200	-59.1900	-50.7600	-57.5100	-48.5000
1543.9250	-59.1900	-50.6800	-57.4800	-48.5200
1543.9300	-59.2600	-50.6700	-57.4900	-48.4600
1543.9350	-59.2500	-50.6200	-57.4000	-48.5000
1543.9400	-59.3300	-50.5700	-57.3200	-48.5100
1543.9450	-59.4400	-50.5900	-57.3800	-48.3400
1543.9500	-59.4300	-50.7300	-57.5800	-48.6600
1543.9550	-59.6000	-50.6200	-57.4300	-48.5900
1543.9600	-59.7000	-50.5900	-57.4100	-48.4800
1543.9650	-59.7900	-50.5000	-57.3000	-48.4200
1543.9700	-59.8400	-50.4200	-57.1400	-48.3900
1543.9750	-59.8000	-50.5300	-57.4000	-48.4900
1543.9800	-59.7200	-50.5400	-57.4800	-48.5900
1543.9850	-59.7400	-50.5800	-57.5200	-48.6400
1543.9900	-59.7900	-50.6600	-57.5000	-48.6200
1543.9950	-59.8300	-50.6900	-57.4300	-48.5500
1544.0000	-59.8300	-50.6100	-57.3500	-48.5500
1544.0050	-59.8000	-50.5300	-57.2700	-48.3900
1544.0100	-59.7800	-50.4200	-57.1100	-48.3600
1544.0150	-59.7400	-50.4600	-57.1700	-48.4700
1544.0200	-59.8200	-50.6000	-57.3900	-48.6100
1544.0250	-59.9800	-50.7300	-57.4900	-48.5900
1544.0300	-59.8300	-50.7000	-57.3300	-48.5100
1544.0350	-59.8600	-50.6600	-57.3700	-48.5300
1544.0400	-59.7600	-50.6800	-57.5100	-48.5400
1544.0450	-59.6300	-50.6500	-57.5600	-48.5500
1544.0500	-59.5800	-50.5600	-57.4000	-48.6900
1544.0550	-59.7300	-50.8100	-57.5800	-48.4300
1544.0600	-59.5200	-50.7600	-57.6100	-48.4200
1544.0650	-59.3400	-50.6700	-57.5300	-48.4600
1544.0700	-59.2400	-50.6600	-57.4600	-48.4700
1544.0750	-59.2200	-50.7200	-57.4700	-48.4500
1544.0800	-59.2400	-50.6900	-57.5400	-48.3500
1544.0850	-59.0900	-50.6400	-57.4600	-48.4400
1544.0900	-59.0600	-50.6000	-57.4900	-48.4700
1544.0950	-59.0000	-50.5800	-57.4900	-48.4600
1544.1000	-58.9800	-50.5700	-57.3900	-48.5200
1544.1050	-59.1300	-50.5300	-57.3500	-48.5700
1544.1100	-59.1900	-50.4100	-57.2300	-48.5600
1544.1150	-59.2700	-50.4400	-57.3400	-48.6100
1544.1200	-59.3400	-50.4900	-57.4900	-48.6900
1544.1250	-59.4700	-50.5300	-57.5100	-48.7200
1544.1300	-59.6800	-50.5900	-57.4000	-48.6200
1544.1350	-59.7900	-50.7400	-57.4900	-48.5400
1544.1400	-59.7800	-50.5500	-57.4000	-48.6200
1544.1450	-59.8500	-50.5900	-57.4000	-48.6200
1544.1500	-59.9700	-50.7700	-57.5100	-48.4800
1544.1550	-60.0500	-50.7400	-57.5100	-48.6500
1544.1600	-59.9200	-50.5000	-57.3300	-48.5800
1544.1650	-59.9600	-50.5800	-57.4200	-48.5100
1544.1700	-59.9500	-50.5900	-57.4900	-48.4800
1544.1750	-59.9300	-50.6000	-57.4900	-48.4700
1544.1800	-59.9100	-50.6800	-57.4700	-48.3800
1544.1850	-59.8600	-50.6600	-57.4400	-48.4500
1544.1900	-59.7600	-50.5700	-57.3800	-48.4900
1544.1950	-59.7700	-50.5100	-57.3500	-48.4700
1544.2000	-59.7300	-50.5400	-57.3500	-48.4200
1544.2050	-59.6300	-50.6100	-57.3400	-48.4500
1544.2100	-59.6000	-50.5400	-57.3400	-48.5800
1544.2150	-59.4900	-50.5100	-57.3000	-48.5500
1544.2200	-59.4700	-50.5800	-57.3200	-48.5200
1544.2250	-59.4800	-50.6700	-57.4100	-48.4900
1544.2300	-59.4700	-50.7000	-57.5000	-48.4400
1544.2350	-59.4100	-50.6200	-57.3800	-48.5300
1544.2400	-59.2600	-50.6500	-57.5000	-48.5300
1544.2450	-59.3200	-50.7700	-57.5200	-48.4800
1544.2500	-59.3100	-50.7700	-57.4500	-48.4900
1544.2550	-59.2300	-50.6400	-57.3700	-48.6000
1544.2600	-59.1500	-50.5200	-57.4300	-48.4800
1544.2650	-59.1400	-50.6100	-57.5200	-48.6200
1544.2700	-59.1400	-50.6500	-57.5300	-48.6500
1544.2750	-59.2000	-50.6700	-57.5400	-48.6300
1544.2800	-59.2900	-50.7100	-57.5400	-48.6500
1544.2850	-59.3600	-50.7700	-57.4900	-48.7000
1544.2900	-59.4300	-50.5700	-57.4000	-48.5900
1544.2950	-59.4900	-50.6400	-57.5200	-48.6300
1544.3000	-59.6200	-50.6600	-57.5200	-48.6500
1544.3050	-59.8100	-50.6700	-57.4500	-48.5400
1544.3100	-60.0000	-50.7400	-57.6100	-48.4000
1544.3150	-60.0700	-50.6700	-57.4700	-48.4100
1544.3200	-59.9800	-50.6300	-57.3800	-48.4100
1544.3250	-60.0300	-50.6200	-57.3400	-48.4500
1544.3300	-60.0900	-50.6600	-57.3800	-48.5000
1544.3350	-60.1100	-50.7600	-57.5500	-48.4000
1544.3400	-60.1700	-50.7100	-57.4500	-48.3400
1544.3450	-60.1000	-50.6700	-57.3900	-48.3500
1544.3500	-59.9800	-50.7700	-57.5400	-48.4300
1544.3550	-59.8600	-50.7100	-57.5500	-48.4700
1544.3600	-59.7700	-50.4800	-57.1400	-48.3200
1544.3650	-59.7600	-50.6700	-57.3300	-48.4000
1544.3700	-59.6300	-50.4600	-57.2400	-48.5000
1544.3750	-59.5400	-50.5300	-57.3700	-48.6000
1544.3800	-59.5700	-50.6300	-57.5200	-48.6700
1544.3850	-59.6300	-50.6400	-57.4900	-48.7000
1544.3900	-59.5700	-50.6200	-57.4400	-48.5300
1544.3950	-59.4400	-50.6200	-57.3800	-48.6100
1544.4000	-59.4000	-50.6700	-57.3900	-48.6800
1544.4050	-59.3600	-50.6500	-57.3800	-48.7000
1544.4100	-59.3300	-50.6000	-57.3600	-48.7000
1544.4150	-59.3300	-50.7300	-57.5300	-48.6500
1544.4200	-59.2800	-50.6600	-57.4700	-48.5900
1544.4250	-59.2300	-50.6400	-57.3900	-48.5700
1544.4300	-59.1700	-50.6800	-57.4300	-48.5800
1544.4350	-59.1400	-50.6800	-57.5400	-48.6100
1544.4400	-59.1500	-50.5500	-57.3900	-48.5900
1544.4450	-58.9800	-50.5200	-57.3600	-48.6100
1544.4500	-59.1500	-50.4900	-57.2100	-48.5400
1544.4550	-59.2100	-50.4800	-57.1400	-48.5200
1544.4600	-59.3600	-50.5600	-57.2200	-48.5900
1544.4650	-59.6100	-50.7000	-57.4100	-48.4100
1544.4700	-59.5300	-50.5500	-57.4600	-48.5400
1544.4750	-59.6900	-50.5800	-57.3700	-48.5000
1544.4800	-59.7800	-50.6900	-57.3900	-48.4700
1544.4850	-59.8600	-50.7000	-57.4200	-48.5100
1544.4900	-59.9800	-50.5800	-57.2500	-48.5000
1544.4950	-60.1300	-50.6800	-57.3300	-48.4700
1544.5000	-60.0800	-50.7900	-57.4400	-48.5600
1544.5050	-60.0700	-50.6600	-57.4200	-48.6000
1544.5100	-60.0800	-50.6400	-57.3800	-48.5600
1544.5150	-60.0600	-50.8200	-57.4700	-48.5300
1544.5200	-59.9700	-50.7100	-57.4100	-48.7600
1544.5250	-59.9800	-50.7200	-57.2600	-48.5300
1544.5300	-59.7400	-50.5000	-57.1700	-48.5500
1544.5350	-59.5800	-50.4300	-57.1300	-48.6900
1544.5400	-59.5500	-50.6100	-57.1400	-48.5400
1544.5450	-59.5800	-50.7100	-57.4800	-48.7900
1544.5500	-59.5100	-50.7000	-57.4100	-48.7100
1544.5550	-59.4300	-50.7300	-57.4100	-48.6800
1544.5600	-59.3900	-50.7300	-57.4100	-48.7300
1544.5650	-59.3700	-50.6700	-57.3700	-48.7600
1544.5700	-59.3600	-50.5800	-57.3000	-48.7100
1544.5750	-59.3600	-50.5100	-57.2700	-48.6800
1544.5800	-59.3200	-50.4700	-57.1900	-48.6300
1544.5850	-59.3200	-50.5800	-57.3200	-48.6100
1544.5900	-59.3300	-50.7100	-57.5300	-48.6300
1544.5950	-59.3200	-50.6700	-57.3000	-48.5800
1544.6000	-59.3000	-50.7300	-57.4000	-48.5200
1544.6050	-59.2400	-50.6100	-57.3200	-48.5400
1544.6100	-59.2400	-50.5700	-57.2800	-48.5600
1544.6150	-59.3000	-50.5700	-57.2800	-48.5100
1544.6200	-59.3500	-50.5200	-57.2000	-48.3900
1544.6250	-59.3200	-50.3700	-57.0400	-48.4100
1544.6300	-59.3600	-50.5600	-57.2000	-48.4700
1544.6350	-59.4900	-50.6700	-57.3200	-48.5100
1544.6400	-59.6000	-50.7200	-57.4000	-48.5100
1544.6450	-59.6900	-50.7800	-57.5500	-48.5600
1544.6500	-59.8900	-50.7900	-57.3800	-48.4600
1544.6550	-59.9800	-50.7400	-57.4400	-48.5500
1544.6600	-59.9800	-50.6400	-57.4100	-48.6300
1544.6650	-60.0500	-50.5900	-57.3700	-48.6300
1544.6700	-60.1600	-50.6300	-57.4200	-48.6300
1544.6750	-60.1600	-50.6900	-57.3200	-48.5800
1544.6800	-60.2100	-50.6400	-57.2700	-48.6900
1544.6850	-60.2200	-50.6900	-57.3000	-48.7300
1544.6900	-60.2300	-50.7300	-57.3500	-48.7100
1544.6950	-60.1600	-50.7000	-57.3400	-48.7000
1544.7000	-59.9600	-50.5200	-57.2200	-48.6800
1544.7050	-59.9300	-50.7500	-57.4000	-48.6500
1544.7100	-59.8100	-50.7300	-57.3800	-48.6600
1544.7150	-59.6800	-50.6200	-57.2600	-48.6700
1544.7200	-59.5500	-50.5200	-57.1700	-48.6200
1544.7250	-59.4400	-50.5200	-57.1800	-48.6200
1544.7300	-59.4900	-50.6400	-57.2800	-48.5600
1544.7350	-59.4300	-50.6200	-57.3800	-48.4900
1544.7400	-59.4000	-50.5800	-57.3400	-48.4700
1544.7450	-59.3300	-50.6000	-57.2400	-48.5400
1544.7500	-59.1900	-50.6900	-57.3900	-48.8300
1544.7550	-59.2700	-50.7000	-57.3500	-48.6100
1544.7600	-59.3400	-50.6600	-57.4000	-48.5400
1544.7650	-59.3600	-50.6600	-57.3800	-48.5200
1544.7700	-59.3600	-50.6500	-57.3100	-48.5200
1544.7750	-59.3400	-50.5800	-57.2800	-48.6600
1544.7800	-59.3300	-50.6500	-57.3100	-48.5900
1544.7850	-59.4000	-50.6900	-57.3300	-48.6300
1544.7900	-59.4400	-50.6900	-57.3200	-48.6800
1544.7950	-59.5300	-50.7000	-57.3300	-48.6600
1544.8000	-59.6500	-50.7200	-57.3900	-48.5400
1544.8050	-59.6400	-50.6200	-57.3400	-48.6900
1544.8100	-59.7600	-50.7000	-57.3800	-48.6800
1544.8150	-59.8300	-50.7500	-57.4100	-48.6900
1544.8200	-59.9100	-50.7700	-57.4200	-48.7100
1544.8250	-59.9900	-50.7700	-57.4100	-48.6200
1544.8300	-60.0200	-50.7800	-57.3500	-48.6600
1544.8350	-60.1100	-50.7400	-57.3100	-48.8200
1544.8400	-60.1700	-50.6900	-57.2800	-48.7900
1544.8450	-60.1700	-50.6800	-57.2900	-48.7300
1544.8500	-60.1800	-50.7300	-57.3700	-48.8500
1544.8550	-60.2800	-50.8000	-57.5000	-48.8700
1544.8600	-60.1300	-50.6000	-57.2500	-48.6500
1544.8650	-60.0000	-50.5600	-57.1100	-48.5800
1544.8700	-59.9500	-50.6700	-57.1900	-48.6300
1544.8750	-59.8800	-50.7400	-57.3400	-48.6800
1544.8800	-59.7400	-50.5300	-57.1000	-48.6300
1544.8850	-59.6400	-50.5500	-57.1300	-48.5900
1544.8900	-59.5800	-50.6200	-57.2300	-48.6200
1544.8950	-59.5700	-50.6900	-57.2900	-48.5700
1544.9000	-59.4900	-50.7200	-57.2700	-48.4400
1544.9050	-59.3300	-50.6800	-57.1500	-48.6000
1544.9100	-59.3000	-50.5800	-57.0900	-48.4700
1544.9150	-59.2900	-50.5400	-57.1100	-48.5100
1544.9200	-59.2400	-50.4800	-57.1100	-48.6000
1544.9250	-59.2200	-50.4700	-57.1200	-48.6300
1544.9300	-59.2500	-50.5500	-57.2400	-48.6100
1544.9350	-59.2900	-50.6000	-57.2100	-48.6900
1544.9400	-59.3400	-50.6000	-57.1900	-48.7100
1544.9450	-59.4500	-50.6800	-57.2300	-48.7300
1544.9500	-59.5200	-50.7300	-57.2100	-48.7900
1544.9550	-59.5400	-50.6700	-57.0900	-48.8900
1544.9600	-59.5700	-50.6100	-57.1000	-48.9100
1544.9650	-59.5300	-50.6000	-57.1300	-48.8700
1544.9700	-59.7500	-50.7400	-57.2900	-48.8100
1544.9750	-59.7700	-50.7400	-57.3100	-48.7700
1544.9800	-59.7100	-50.6100	-57.1100	-48.7900
1544.9850	-59.8700	-50.7800	-57.2300	-48.7100
1544.9900	-59.8600	-50.6900	-57.1700	-48.6600
1544.9950	-59.8000	-50.6700	-57.2100	-48.6300
1545.0000	-59.8500	-50.6600	-57.2900	-48.6500
1545.0050	-60.0000	-50.6800	-57.3700	-48.7000
1545.0100	-60.1800	-50.8000	-57.5200	-48.5500
1545.0150	-60.1100	-50.6400	-57.3000	-48.6300
1545.0200	-59.9500	-50.6300	-57.2200	-48.7200
1545.0250	-59.9700	-50.6300	-57.1800	-48.6800
1545.0300	-60.0600	-50.5900	-57.1600	-48.5000
1545.0350	-60.0600	-50.5100	-57.2000	-48.3300
1545.0400	-60.0800	-50.7600	-57.3400	-48.5800
1545.0450	-60.0800	-50.8500	-57.3700	-48.6800
1545.0500	-59.9700	-50.7700	-57.2800	-48.6600
1545.0550	-59.8200	-50.6100	-57.1600	-48.6200
1545.0600	-59.6600	-50.4800	-57.1500	-48.6100
1545.0650	-59.4600	-50.5100	-57.1100	-48.7000
1545.0700	-59.4700	-50.6900	-57.2200	-48.7000
1545.0750	-59.3400	-50.6700	-57.2400	-48.7300
1545.0800	-59.2700	-50.6400	-57.2300	-48.7700
1545.0850	-59.3200	-50.7500	-57.3300	-48.7000
1545.0900	-59.3800	-50.7900	-57.2500	-48.8000
1545.0950	-59.2300	-50.6800	-57.1700	-48.9000
1545.1000	-59.2600	-50.7100	-57.1900	-48.8700
1545.1050	-59.2700	-50.6900	-57.2200	-48.8300
1545.1100	-59.2600	-50.6100	-57.2000	-48.9800
1545.1150	-59.3700	-50.8600	-57.4500	-48.9000
1545.1200	-59.5300	-50.8100	-57.4100	-48.8400
1545.1250	-59.5500	-50.7400	-57.3200	-48.8000
1545.1300	-59.5600	-50.7300	-57.2900	-48.8300
1545.1350	-59.5900	-50.7500	-57.3100	-48.9100
1545.1400	-59.6200	-50.6500	-57.2100	-48.6100
1545.1450	-59.8200	-50.7700	-57.1900	-48.5100
1545.1500	-59.8400	-50.6600	-57.1700	-48.5300
1545.1550	-59.8100	-50.6100	-57.1900	-48.6100
1545.1600	-59.7800	-50.7100	-57.2800	-48.7100
1545.1650	-59.7600	-50.8400	-57.4800	-48.7700
1545.1700	-59.8300	-50.7600	-57.3600	-48.6300
1545.1750	-59.8200	-50.6700	-57.3200	-48.6900
1545.1800	-59.8400	-50.6500	-57.3200	-48.7600
1545.1850	-59.9200	-50.7000	-57.3700	-48.7200
1545.1900	-60.0500	-50.7800	-57.5400	-48.6900
1545.1950	-60.1700	-50.8200	-57.4000	-48.6200
1545.2000	-60.0800	-50.8700	-57.4600	-48.7200
1545.2050	-60.0100	-50.8100	-57.4800	-48.8300
1545.2100	-59.9600	-50.7200	-57.3800	-48.8500
1545.2150	-59.9300	-50.6700	-57.2300	-48.7400
1545.2200	-59.8800	-50.5600	-57.3200	-48.7500
1545.2250	-59.7400	-50.6000	-57.3900	-48.7600
1545.2300	-59.7000	-50.6400	-57.4200	-48.7500
1545.2350	-59.6600	-50.7700	-57.4200	-48.7300
1545.2400	-59.6000	-50.9400	-57.4000	-48.7700
1545.2450	-59.5200	-50.8000	-57.4700	-48.8200
1545.2500	-59.5100	-50.7800	-57.3800	-48.7600
1545.2550	-59.2900	-50.6500	-57.3900	-48.8500
1545.2600	-59.1900	-50.7100	-57.4600	-48.9600
1545.2650	-59.2300	-50.8900	-57.4600	-48.7600
1545.2700	-59.2500	-50.5900	-57.2800	-48.6700
1545.2750	-59.2400	-50.7700	-57.3900	-48.7100
1545.2800	-59.3600	-50.7800	-57.3700	-48.6500
1545.2850	-59.3700	-50.7900	-57.3300	-48.6100
1545.2900	-59.3400	-50.8200	-57.3400	-48.7500
1545.2950	-59.4200	-50.8000	-57.2200	-48.6200
1545.3000	-59.4700	-50.8300	-57.5100	-48.6200
1545.3050	-59.5700	-50.7800	-57.3700	-48.5400
1545.3100	-59.6000	-50.6800	-57.2300	-48.5100
1545.3150	-59.6700	-50.6900	-57.2900	-48.6000
1545.3200	-59.8200	-50.9100	-57.3800	-48.4900
1545.3250	-59.6400	-50.7700	-57.3300	-48.8100
1545.3300	-59.8000	-50.8000	-57.2600	-48.7000
1545.3350	-59.7900	-50.7400	-57.2500	-48.6100
1545.3400	-59.7300	-50.6900	-57.2600	-48.7600
1545.3450	-59.7200	-50.7300	-57.2400	-48.6900
1545.3500	-59.7900	-50.7100	-57.1500	-48.7500
1545.3550	-59.6800	-50.7300	-57.2300	-48.7300
1545.3600	-59.6900	-50.8400	-57.3300	-48.7000
1545.3650	-59.6100	-50.9000	-57.3600	-48.7400
1545.3700	-59.4600	-50.8400	-57.2700	-48.8100
1545.3750	-59.4700	-50.7600	-57.1000	-48.6800
1545.3800	-59.3900	-50.6800	-57.0900	-48.5800
1545.3850	-59.3200	-50.7200	-57.1400	-48.5900
1545.3900	-59.1900	-50.7600	-57.2000	-48.6600
1545.3950	-58.9900	-50.7600	-57.2300	-48.6700
1545.4000	-58.7800	-50.8100	-57.2900	-48.7200
1545.4050	-58.5400	-50.9200	-57.3500	-48.7100
1545.4100	-58.1300	-50.8400	-57.2400	-48.7900
1545.4150	-57.7100	-50.7700	-57.1800	-48.8500
1545.4200	-57.3200	-50.7700	-57.2500	-48.7600
1545.4250	-56.8900	-50.8600	-57.2700	-48.6000
1545.4300	-56.2400	-50.8200	-57.3500	-48.5700
1545.4350	-55.2600	-50.6900	-57.2300	-48.6900
1545.4400	-54.5900	-50.6900	-57.1500	-48.7600
1545.4450	-54.0300	-50.7300	-57.1800	-48.6800
1545.4500	-53.5800	-50.7300	-57.2800	-48.6700
1545.4550	-53.5700	-50.7900	-57.3900	-48.4700
1545.4600	-54.0500	-50.6700	-57.2800	-48.5400
1545.4650	-54.7400	-50.7500	-57.2500	-48.6300
1545.4700	-55.1400	-50.8600	-57.3600	-48.6700
1545.4750	-55.0400	-50.8900	-57.5100	-48.7600
1545.4800	-54.5400	-50.9400	-57.2300	-48.6400
1545.4850	-53.9300	-50.5900	-57.1200	-48.6300
1545.4900	-53.9000	-50.5500	-57.0400	-48.6500
1545.4950	-54.2700	-50.6100	-57.0600	-48.6800
1545.5000	-54.8800	-50.6900	-57.2000	-48.7100
1545.5050	-55.5900	-50.8100	-57.3000	-48.6900
1545.5100	-56.3500	-50.7700	-57.3600	-48.6800
1545.5150	-56.7900	-50.8000	-57.3600	-48.7300
1545.5200	-57.2200	-50.7700	-57.2900	-48.7600
1545.5250	-57.6200	-50.7600	-57.2000	-48.7200
1545.5300	-57.9500	-50.8700	-57.1800	-48.6800
1545.5350	-58.3000	-50.7800	-57.2900	-48.7500
1545.5400	-58.3800	-50.7000	-57.2900	-48.7900
1545.5450	-58.5500	-50.7300	-57.3200	-48.7700
1545.5500	-58.6700	-50.7600	-57.3400	-48.7300
1545.5550	-58.6900	-50.7200	-57.2300	-48.7300
1545.5600	-58.8300	-50.7800	-57.1700	-48.6900
1545.5650	-58.9400	-50.7000	-57.2000	-48.6400
1545.5700	-59.0700	-50.6100	-57.1900	-48.6200
1545.5750	-59.1500	-50.6300	-57.2300	-48.6600
1545.5800	-59.1600	-50.7600	-57.4200	-48.7200
1545.5850	-59.0300	-50.8000	-57.3400	-48.8400
1545.5900	-59.0000	-50.7400	-57.3300	-48.8200
1545.5950	-59.1500	-50.8900	-57.4900	-48.7000
1545.6000	-59.1500	-50.8800	-57.4900	-48.6200
1545.6050	-59.1100	-50.7300	-57.2600	-48.6700
1545.6100	-59.2000	-50.8800	-57.4300	-48.5000
1545.6150	-59.0900	-50.8700	-57.5200	-48.5400
1545.6200	-59.0000	-50.7800	-57.3700	-48.6400
1545.6250	-59.0900	-50.7800	-57.3200	-48.7400
1545.6300	-59.2000	-50.8200	-57.4100	-48.7900
1545.6350	-59.2400	-50.7700	-57.2900	-48.7200
1545.6400	-59.2900	-50.6100	-57.1700	-48.7900
1545.6450	-59.4400	-50.7300	-57.3300	-48.8200
1545.6500	-59.5500	-50.7800	-57.3800	-48.8200
1545.6550	-59.6500	-50.7700	-57.3100	-48.8000
1545.6600	-59.7300	-50.7800	-57.3600	-48.7500
1545.6650	-59.8000	-50.7100	-57.1200	-48.8000
1545.6700	-59.9300	-50.7400	-57.1400	-48.8000
1545.6750	-59.9800	-50.6900	-57.1400	-48.7400
1545.6800	-60.0200	-50.6800	-57.1100	-48.7400
1545.6850	-60.0800	-50.7600	-57.1100	-48.9200
1545.6900	-60.1600	-50.7900	-57.2700	-48.7300
1545.6950	-59.9900	-50.7000	-57.2000	-48.7800
1545.7000	-60.0200	-50.8800	-57.2900	-48.7700
1545.7050	-60.0000	-50.9200	-57.4000	-48.6900
1545.7100	-59.9100	-50.7800	-57.3600	-48.6900
1545.7150	-59.8100	-50.7400	-57.1900	-48.7000
1545.7200	-59.7600	-50.7500	-57.3700	-48.6900
1545.7250	-59.6900	-50.7300	-57.3000	-48.5800
1545.7300	-59.6600	-50.6800	-57.2600	-48.5500
1545.7350	-59.5900	-50.6700	-57.3300	-48.6700
1545.7400	-59.4600	-50.7800	-57.3300	-48.6100
1545.7450	-59.5100	-50.6400	-57.2400	-48.5600
1545.7500	-59.5500	-50.7100	-57.3800	-48.6100
1545.7550	-59.5000	-50.7200	-57.3500	-48.6300
1545.7600	-59.4800	-50.7200	-57.2400	-48.6400
1545.7650	-59.5500	-50.8000	-57.4400	-48.9000
1545.7700	-59.6500	-51.0200	-57.4900	-48.7600
1545.7750	-59.4800	-50.7800	-57.3600	-48.7300
1545.7800	-59.4900	-50.6900	-57.2000	-48.7000
1545.7850	-59.5100	-50.7100	-57.1400	-48.6700
1545.7900	-59.4600	-50.7200	-57.2700	-48.7300
1545.7950	-59.3800	-50.6000	-57.1700	-48.7800
1545.8000	-59.6000	-50.8300	-57.3500	-48.7600
1545.8050	-59.5700	-50.7800	-57.3700	-48.7800
1545.8100	-59.5600	-50.7300	-57.3200	-48.8200
1545.8150	-59.6300	-50.7600	-57.3000	-48.7700
1545.8200	-59.7400	-50.7700	-57.2300	-48.5900
1545.8250	-59.6600	-50.6100	-57.1000	-48.7200
1545.8300	-59.8200	-50.6700	-57.1300	-48.7400
1545.8350	-59.9200	-50.6900	-57.1800	-48.6900
1545.8400	-60.0300	-50.6900	-57.2200	-48.6700
1545.8450	-60.2000	-50.7800	-57.3200	-48.6600
1545.8500	-60.2400	-50.9000	-57.3900	-48.6100
1545.8550	-60.2200	-50.8600	-57.3500	-48.6900
1545.8600	-60.2400	-50.8400	-57.3300	-48.7100
1545.8650	-60.2200	-50.8000	-57.3000	-48.6400
1545.8700	-60.1400	-50.7100	-57.2300	-48.8000
1545.8750	-60.1300	-50.8800	-57.4300	-48.5900
1545.8800	-60.1300	-50.8400	-57.4500	-48.6600
1545.8850	-59.9900	-50.7500	-57.3900	-48.6900
1545.8900	-59.8900	-50.7300	-57.3500	-48.6600
1545.8950	-59.8700	-50.7900	-57.3800	-48.7300
1545.9000	-59.8700	-50.6200	-57.2500	-48.6200
1545.9050	-59.7600	-50.7100	-57.3600	-48.7300
1545.9100	-59.6500	-50.7400	-57.3900	-48.7600
1545.9150	-59.6300	-50.7900	-57.3400	-48.7000
1545.9200	-59.6300	-50.8500	-57.2900	-48.6300
1545.9250	-59.5600	-50.8100	-57.3800	-48.7900
1545.9300	-59.5000	-50.7200	-57.3100	-48.7800
1545.9350	-59.5500	-50.7700	-57.3600	-48.7800
1545.9400	-59.5000	-50.7900	-57.3600	-48.7600
1545.9450	-59.4600	-50.7500	-57.2800	-48.7600
1545.9500	-59.4800	-50.6700	-57.2700	-48.9900
1545.9550	-59.4900	-50.8200	-57.3600	-48.8600
1545.9600	-59.5500	-50.8100	-57.3300	-48.7900
1545.9650	-59.5300	-50.6900	-57.1900	-48.7300
1545.9700	-59.5300	-50.6300	-57.0900	-48.6800
1545.9750	-59.5800	-50.6700	-57.1800	-48.7300
1545.9800	-59.5900	-50.5300	-57.1800	-48.7200
1545.9850	-59.7400	-50.7500	-57.3400	-48.6900
1545.9900	-59.6900	-50.7100	-57.4400	-48.7200
1545.9950	-59.7900	-50.7300	-57.4500	-48.7300
1546.0000	-59.9600	-50.8800	-57.4200	-48.5500
1546.0050	-59.9100	-50.7400	-57.3000	-48.7300
1546.0100	-60.1400	-50.7800	-57.2600	-48.6500
1546.0150	-60.2100	-50.7300	-57.2700	-48.6800
1546.0200	-60.2400	-50.7100	-57.2900	-48.7100
1546.0250	-60.2700	-50.7600	-57.2900	-48.5800
1546.0300	-60.2900	-50.8100	-57.3300	-48.8000
1546.0350	-60.1500	-50.5900	-57.1900	-48.7200
1546.0400	-60.2300	-50.6800	-57.2400	-48.6700
1546.0450	-60.2400	-50.7200	-57.3200	-48.6700
1546.0500	-60.1900	-50.6900	-57.3100	-48.6800
1546.0550	-60.1200	-50.7300	-57.1600	-48.7000
1546.0600	-60.0000	-50.6600	-57.1700	-48.7000
1546.0650	-59.8000	-50.7100	-57.2900	-48.7600
1546.0700	-59.7300	-50.7500	-57.3500	-48.7700
1546.0750	-59.7000	-50.8300	-57.3700	-48.7500
1546.0800	-59.6300	-50.8800	-57.4600	-48.7900
1546.0850	-59.4800	-50.5400	-57.2300	-48.8500
1546.0900	-59.5500	-50.7800	-57.3300	-48.7100
1546.0950	-59.4600	-50.7700	-57.4100	-48.7500
1546.1000	-59.4000	-50.7100	-57.4000	-48.8400
